"Id","TotalComment","ViewCount"
17095,16,NA
17101,32,NA
17124,6,1939
17130,35,NA
17132,5,NA
17140,14,NA
17145,3,NA
17147,23,NA
17169,15,NA
17170,7,NA
17172,10,NA
17180,14,NA
17187,11,NA
17193,14,NA
17201,2,NA
17218,17,NA
17222,7,NA
17227,6,NA
17235,5,NA
17237,26,NA
17253,33,NA
17270,3,NA
17279,14,NA
17283,31,NA
17285,9,NA
17289,9,NA
17308,21,NA
17318,5,NA
17332,12,NA
17343,7,363
17348,6,NA
17354,8,227
17359,29,468
17363,3,NA
17369,12,NA
17372,3,NA
17373,7,NA
17393,40,319
17398,8,NA
17411,9,NA
17417,12,NA
17421,8,718
17423,8,NA
17426,4,NA
17428,2,NA
17448,16,NA
17463,22,NA
17471,23,195
17473,6,4865
17478,11,NA
17484,7,5611
17489,4,NA
17492,3,NA
17495,5,157
17505,20,1389
17510,5,NA
17514,7,1039
17519,7,NA
17525,5,NA
17526,10,NA
17543,3,NA
17558,7,NA
17562,16,NA
17566,8,565
17568,5,NA
17570,5,NA
17574,19,NA
17577,9,NA
17584,3,NA
17586,1,NA
17590,2,3137
17593,8,NA
17596,12,NA
17604,8,NA
17621,9,NA
17623,6,3108
17628,13,NA
17629,5,NA
17634,10,NA
17635,6,NA
17641,32,NA
17651,13,171
17654,5,NA
17681,6,NA
17685,6,15372
17691,12,NA
17697,4,NA
17699,2,NA
17714,19,NA
17726,4,NA
17734,6,NA
17740,18,NA
17752,2,NA
17756,6,NA
17761,28,NA
17766,8,2447
17768,15,NA
17780,11,NA
17786,11,NA
17789,30,NA
17794,6,NA
17828,27,7370
17829,7,NA
17848,36,828
17856,30,NA
17862,7,3337
17869,50,NA
17898,7,177
17905,3,NA
17908,7,NA
17915,26,NA
17940,10,NA
17950,8,NA
17953,8,NA
17977,9,NA
17982,9,334
17985,11,655
17993,32,NA
18010,11,569
18012,11,2808
18014,6,NA
18028,4,NA
18036,11,243
18041,6,NA
18050,2,NA
18056,8,NA
18061,10,NA
18063,8,NA
18079,5,NA
18087,2,NA
18091,20,NA
18092,4,NA
18095,38,NA
18103,39,NA
18107,3,NA
18108,19,NA
18115,4,NA
18135,6,NA
18155,9,NA
18163,11,NA
18180,35,NA
18184,14,NA
18193,7,NA
18195,10,384
18196,9,328
18199,9,NA
18203,36,NA
18222,14,NA
18224,8,NA
18230,9,NA
18236,12,NA
18243,7,NA
18251,10,120
18256,15,NA
18257,20,NA
18262,20,NA
18265,32,NA
18271,10,NA
18284,15,NA
18285,19,NA
18300,10,NA
18302,7,NA
18305,17,NA
18324,7,NA
18333,2,NA
18339,3,NA
18345,12,NA
18347,27,NA
18353,2,NA
18362,7,NA
18363,15,NA
18364,6,NA
18373,5,NA
18375,37,NA
18376,18,378
18379,12,NA
18386,40,NA
18389,7,NA
18403,13,NA
18405,7,NA
18420,8,NA
18424,3,NA
18428,13,NA
18436,12,NA
18440,12,196
18444,11,NA
18463,8,NA
18468,18,3577
18470,5,NA
18473,12,185
18480,11,NA
18495,13,552
18499,9,NA
18518,35,NA
18521,12,NA
18548,20,353
18554,4,NA
18564,6,NA
